flow_duration_ms,protocol_type,service,src_bytes,dst_bytes,packet_count,byte_rate,packet_rate,syn_count,ack_count,fin_count,rst_count,failed_logins,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_rerror_rate,attack_category,is_intrusion
5850,TCP,SSH,2427,487,40,498.11,6.84,5,35,1,2,7,0.927,0.011,30,22,0.197,0.262,BruteForce,1
376,ICMP,DNS,58620,8,1973,155884.07,5245.95,1550,184,0,764,0,0.916,0.049,241,157,0.886,0.106,DoS_DDoS,1
149,TCP,HTTPS,11225,3419,12,98215.96,80.48,1,12,1,0,0,0.971,0.045,10,54,0.012,0.031,Benign,0
19,TCP,OTHER,76,0,2,3979.06,104.71,2,0,0,0,0,0.054,0.892,238,9,0.678,0.613,PortScan,1
171,TCP,DNS,182,9493,24,56545.88,140.27,1,24,1,0,0,0.954,0.105,19,50,0.036,0.016,Benign,0
2157,UDP,DNS,951,975,47,892.87,21.79,1,47,1,0,0,0.896,0.105,10,97,0.001,0.035,Benign,0
184,UDP,HTTPS,4372,44,1232,23986.96,6692.02,1056,84,0,491,0,0.914,0.032,212,226,0.73,0.102,DoS_DDoS,1
366,TCP,HTTP,2504,793,18,9005.74,49.17,1,18,1,0,0,0.828,0.094,2,87,0.048,0.001,Benign,0
559,TCP,SSH,632,660,19,2310.86,33.98,3,16,1,3,13,0.926,0.091,14,37,0.04,0.276,BruteForce,1
74,TCP,HTTP,914,4038,51,66828.61,688.26,1,51,1,0,0,0.972,0.057,27,50,0.024,0.04,Benign,0
717,TCP,SSH,589,658,24,1738.95,33.47,3,21,1,3,9,0.805,0.065,36,33,0.066,0.447,BruteForce,1
1905,UDP,HTTP,2234,3615,20,3070.18,10.5,1,20,1,0,0,0.778,0.139,12,50,0.038,0.014,Benign,0
2528,TCP,SSH,960,1001,25,775.68,9.89,3,22,1,1,5,0.994,0.028,41,30,0.196,0.328,BruteForce,1
3895,TCP,DNS,4065,5611,23,2484.15,5.9,1,23,2,0,0,0.804,0.109,28,66,0.011,0.024,Benign,0
2959,TCP,FTP,987,439,28,481.9,9.46,4,24,1,3,14,0.928,0.01,27,34,0.092,0.416,BruteForce,1
25,TCP,OTHER,109,0,2,4342.63,79.68,2,0,0,0,0,0.035,0.89,233,5,0.872,0.683,PortScan,1
36,TCP,HTTP,28420,33781,10,1723019.39,277.01,1,10,1,0,0,0.864,0.074,20,53,0.009,0.014,Benign,0
2506,TCP,TELNET,1574,466,16,814.01,6.38,3,13,1,3,12,0.925,0.03,51,10,0.057,0.259,BruteForce,1
981,TCP,HTTPS,2051,6519,15,8735.09,15.29,1,15,1,0,0,0.813,0.054,24,32,0.034,0.004,Benign,0
4902,TCP,SSH,2071,514,52,527.33,10.61,3,49,1,2,9,0.98,0.095,79,21,0.014,0.461,BruteForce,1
89,TCP,DNS,4495,32,602,50808.08,6756.45,571,26,0,179,0,0.875,0.068,207,250,0.96,0.197,DoS_DDoS,1
2245,TCP,HTTP,2368,2475,41,2157.14,18.26,1,41,1,0,0,0.915,0.058,38,96,0.02,0.035,Benign,0
744,TCP,HTTP,4668,11325,8,21493.08,10.75,1,8,1,0,0,0.956,0.123,38,72,0.018,0.015,Benign,0
745,TCP,HTTPS,900,11424,30,16540.06,40.26,1,30,1,0,0,0.844,0.083,43,63,0.011,0.013,Benign,0
270,ICMP,DNS,37150,5943,16,159544.61,59.24,1,16,1,0,0,0.968,0.101,29,54,0.048,0.037,Benign,0
1554,TCP,HTTPS,1064,11950,12,8373.98,7.72,1,12,1,0,0,0.927,0.005,47,62,0.018,0.028,Benign,0
1916,UDP,HTTPS,759,3692,7,2322.95,3.65,1,7,1,0,0,0.966,0.061,32,79,0.003,0.025,Benign,0
11,TCP,HTTP,6669,40,966,604414.41,87027.03,770,80,0,136,0,0.948,0.076,220,155,0.905,0.194,DoS_DDoS,1
1357,TCP,HTTPS,337,1003,67,987.4,49.37,2,67,1,0,0,0.923,0.105,41,94,0.014,0.006,Benign,0
1325,TCP,DNS,1384,18265,19,14828.31,14.34,1,19,1,0,0,0.77,0.048,37,80,0.025,0.034,Benign,0
4497,TCP,IRC,483,2887,18,749.37,4.0,1,17,1,0,0,0.753,0.451,14,28,0.091,0.089,Botnet_C2,1
741,TCP,HTTP,351,28249,17,38591.28,22.94,1,17,1,0,0,0.761,0.061,14,43,0.01,0.026,Benign,0
4707,TCP,DNS,472,67283,15,14394.21,3.19,1,14,1,0,0,0.414,0.27,45,5,0.084,0.019,Botnet_C2,1
34,TCP,OTHER,53,36,3,2609.97,87.98,3,0,0,1,0,0.192,0.75,238,8,0.548,0.438,PortScan,1
117,TCP,DNS,42704,30,1246,364935.95,10640.48,1166,18,0,251,0,0.998,0.048,220,213,0.965,0.138,DoS_DDoS,1
894,TCP,SSH,747,175,22,1031.2,24.61,2,20,1,2,6,0.856,0.072,13,20,0.109,0.205,BruteForce,1
161,TCP,HTTP,1213,4167,5,33395.41,31.04,2,5,1,0,0,0.994,0.096,21,69,0.044,0.009,Benign,0
175,TCP,HTTPS,5524,1498,22,40102.8,125.64,1,22,1,0,0,0.773,0.052,8,79,0.04,0.037,Benign,0
1088,TCP,HTTPS,6332,16696,25,21163.5,22.98,1,25,1,0,0,0.752,0.117,48,93,0.05,0.016,Benign,0
28,TCP,HTTP,84,0,3,2989.32,106.76,3,0,0,0,0,0.039,0.885,206,9,0.862,0.751,PortScan,1
173,ICMP,HTTPS,14888,23480,19,221652.22,109.76,1,19,1,0,0,0.76,0.097,38,66,0.004,0.007,Benign,0
153,UDP,HTTP,212704,35,201,1389542.78,1312.87,143,3,0,30,0,0.99,0.075,199,239,0.7,0.027,DoS_DDoS,1
1404,TCP,HTTPS,2404,24747,15,19336.94,10.68,1,15,2,0,0,0.788,0.129,34,45,0.042,0.012,Benign,0
100,TCP,SSH,615,686,32,12997.0,319.68,1,32,1,0,0,0.852,0.147,23,78,0.04,0.013,Benign,0
1966,TCP,HTTPS,333,3215,15,1804.59,7.63,1,15,1,0,0,0.947,0.125,49,49,0.004,0.028,Benign,0
70,TCP,DNS,3359,6236,52,136875.89,741.8,1,52,1,0,0,0.883,0.008,25,88,0.042,0.014,Benign,0
19,UDP,DNS,23190,99,711,1219319.37,37225.13,660,42,0,199,0,0.868,0.053,233,235,0.829,0.136,DoS_DDoS,1
3880,TCP,SSH,672,346,39,262.36,10.05,5,34,1,1,12,0.99,0.055,47,9,0.164,0.433,BruteForce,1
1658,UDP,HTTPS,365,7668,30,4844.7,18.09,1,30,1,0,0,0.917,0.114,45,91,0.022,0.003,Benign,0
563,UDP,DNS,1492,666,81,3832.36,143.85,1,81,2,0,0,0.937,0.027,10,74,0.004,0.03,Benign,0
28,UDP,DNS,20490,361,910,742028.47,32384.34,770,81,0,148,0,0.887,0.074,197,165,0.714,0.158,DoS_DDoS,1
259,TCP,HTTPS,1978,2004,22,15368.58,84.91,1,22,1,0,0,0.837,0.052,22,91,0.049,0.013,Benign,0
848,TCP,HTTPS,17230,4885,42,26075.93,49.52,1,42,1,0,0,0.855,0.09,1,13,0.001,0.031,Benign,0
27,TCP,OTHER,40,0,1,1476.01,36.9,1,0,0,0,0,0.111,0.882,248,7,0.86,0.711,PortScan,1
832,TCP,HTTP,690,1993,23,3224.37,27.64,1,23,1,0,0,0.928,0.025,14,92,0.007,0.033,Benign,0
186,UDP,HTTPS,683,25443,13,140386.89,69.85,1,13,1,0,0,0.81,0.042,40,80,0.032,0.021,Benign,0
683,ICMP,HTTP,6435,5243,23,17095.59,33.67,1,23,1,0,0,0.824,0.063,31,74,0.024,0.026,Benign,0
3402,TCP,HTTPS,4246,454,29,1381.5,8.52,1,29,1,0,0,0.894,0.04,18,45,0.006,0.021,Benign,0
254,UDP,DNS,4246,245,1742,17674.14,6855.57,1352,5,0,345,0,0.994,0.064,226,229,0.704,0.134,DoS_DDoS,1
19,TCP,HTTP,62,50,3,5863.87,157.07,3,0,0,1,0,0.197,0.935,232,14,0.501,0.457,PortScan,1
217,TCP,HTTPS,21772,4254,45,119880.24,207.28,1,45,2,0,0,0.914,0.033,16,20,0.022,0.007,Benign,0
593,TCP,HTTPS,1137,367,60,2535.83,101.16,2,60,1,0,0,0.983,0.103,43,94,0.017,0.033,Benign,0
76,UDP,DNS,10114,83,2637,133994.74,34651.77,2271,144,0,880,0,0.856,0.006,250,247,0.787,0.118,DoS_DDoS,1
790,UDP,HTTPS,410,642,65,1331.48,82.27,2,65,1,0,0,0.844,0.006,7,22,0.021,0.027,Benign,0
2747,UDP,HTTP,3165,16334,34,7098.03,12.38,1,34,1,0,0,0.906,0.023,8,71,0.003,0.029,Benign,0
33,TCP,OTHER,55,40,3,2870.09,90.63,3,0,0,1,0,0.089,0.807,228,8,0.767,0.784,PortScan,1
220,UDP,HTTP,25668,10,595,116665.15,2703.32,442,12,0,136,0,0.955,0.062,248,249,0.708,0.124,DoS_DDoS,1
8,TCP,OTHER,88,35,3,15185.19,370.37,3,0,0,1,0,0.018,0.905,226,14,0.908,0.687,PortScan,1
4815,UDP,HTTPS,314,20861,20,4397.62,4.15,1,19,1,0,0,0.779,0.18,33,26,0.074,0.045,Botnet_C2,1
5940,UDP,HTTP,440,12627,14,2199.79,2.36,1,14,1,0,0,0.954,0.054,16,76,0.048,0.01,Benign,0
193,TCP,HTTP,17235,32,653,89419.99,3381.67,538,42,0,110,0,0.985,0.016,186,155,0.868,0.04,DoS_DDoS,1
892,TCP,HTTPS,1727,6009,75,8671.67,84.07,1,75,1,0,0,0.967,0.003,39,87,0.025,0.018,Benign,0
982,UDP,HTTPS,7729,43266,9,51924.45,9.16,1,9,1,0,0,0.904,0.064,27,96,0.042,0.007,Benign,0
1090,TCP,HTTPS,8144,3112,22,10325.66,20.18,1,22,1,0,0,0.911,0.024,31,77,0.006,0.014,Benign,0
32,TCP,OTHER,44,28,2,2242.99,62.31,2,0,0,1,0,0.134,0.934,213,6,0.947,0.764,PortScan,1
2165,ICMP,HTTPS,486,66028,13,30720.98,6.0,1,13,2,0,0,0.826,0.077,23,34,0.014,0.039,Benign,0
1009,TCP,HTTPS,7446,3555,12,10901.79,11.89,1,12,1,0,0,0.925,0.025,42,59,0.001,0.038,Benign,0
10,TCP,SSH,65,0,3,6435.64,297.03,3,0,0,0,0,0.072,0.783,233,7,0.891,0.469,PortScan,1
36,TCP,OTHER,65,28,3,2576.18,83.1,3,0,0,1,0,0.022,0.919,234,6,0.578,0.423,PortScan,1
541,TCP,HTTP,11742,68,497,21825.91,918.5,382,36,0,57,0,0.9,0.037,210,204,0.754,0.034,DoS_DDoS,1
582,TCP,HTTP,16491,206,477,28684.07,819.45,423,37,0,157,0,0.987,0.047,188,231,0.978,0.071,DoS_DDoS,1
3168,TCP,SSH,411,1136,56,488.31,17.68,3,53,1,2,11,0.902,0.004,15,17,0.067,0.394,BruteForce,1
3338,TCP,HTTPS,5040,159772,34,49373.0,10.19,1,34,1,0,0,0.937,0.047,38,77,0.042,0.003,Benign,0
832,TCP,HTTPS,3999,4669,111,10417.02,133.4,1,111,1,0,0,0.985,0.093,35,81,0.035,0.01,Benign,0
370,TCP,HTTPS,1879,1161,10,8214.0,27.02,1,10,1,0,0,0.77,0.009,38,66,0.004,0.021,Benign,0
483,TCP,SSH,1487,1014,23,5176.98,47.61,2,23,1,0,0,0.782,0.122,17,57,0.023,0.02,Benign,0
128,TCP,HTTPS,877,7110,13,62349.73,101.48,1,13,1,0,0,0.824,0.108,14,75,0.016,0.009,Benign,0
31,TCP,HTTP,40,0,1,1286.17,32.15,1,0,0,0,0,0.139,0.807,200,10,0.723,0.501,PortScan,1
307,UDP,HTTPS,11987,70,999,39260.83,3253.01,848,19,0,182,0,0.94,0.011,225,220,0.973,0.191,DoS_DDoS,1
903,UDP,DNS,1518,353,28,2071.75,31.0,1,28,2,0,0,0.753,0.017,21,41,0.002,0.001,Benign,0
246,ICMP,HTTPS,15629,8,1484,63539.21,6030.07,1148,10,0,389,0,0.872,0.045,207,226,0.83,0.176,DoS_DDoS,1
1698,UDP,HTTPS,2611,1399,43,2361.46,25.32,1,43,1,0,0,0.986,0.032,18,39,0.045,0.034,Benign,0
233,TCP,HTTP,14883,19,1570,63929.64,6735.31,1484,63,0,477,0,0.987,0.012,225,211,0.813,0.164,DoS_DDoS,1
4412,TCP,HTTPS,2477,12956,16,3497.88,3.63,1,16,1,0,0,0.805,0.104,36,91,0.045,0.039,Benign,0
1584,TCP,HTTP,775,4520,33,3342.59,20.83,1,33,1,0,0,0.884,0.015,16,27,0.017,0.027,Benign,0
19,TCP,FTP,114,46,3,8376.96,157.07,3,0,0,1,0,0.075,0.876,202,6,0.592,0.318,PortScan,1
30,TCP,OTHER,113,0,1,3754.15,33.22,1,0,0,0,0,0.018,0.711,209,1,0.687,0.653,PortScan,1
1047,TCP,FTP,378,403,31,745.87,29.61,3,28,1,2,6,0.951,0.056,19,27,0.073,0.365,BruteForce,1
14,TCP,OTHER,52,32,3,5957.45,212.77,3,0,0,1,0,0.064,0.842,253,14,0.629,0.441,PortScan,1
24,TCP,OTHER,49,0,1,2033.2,41.49,1,0,0,0,0,0.091,0.833,212,5,0.927,0.341,PortScan,1
12,UDP,HTTP,9252,129,274,775289.26,22644.63,240,24,0,82,0,0.916,0.021,233,253,0.824,0.163,DoS_DDoS,1
537,TCP,HTTPS,717,1486,7,4101.66,13.03,1,7,2,0,0,0.938,0.113,18,73,0.001,0.002,Benign,0
2499,TCP,HTTPS,2189,1137,28,1330.88,11.2,1,28,1,0,0,0.791,0.048,3,86,0.04,0.034,Benign,0
406,TCP,HTTP,81422,10,1785,200522.04,4395.47,1404,70,0,613,0,0.882,0.069,239,180,0.961,0.179,DoS_DDoS,1
197,TCP,HTTP,6842,54,427,34987.32,2166.41,371,10,0,116,0,0.889,0.017,182,213,0.944,0.043,DoS_DDoS,1
2613,TCP,DNS,2916,6476,23,3594.2,8.8,2,23,1,0,0,0.957,0.02,39,50,0.019,0.032,Benign,0
121,TCP,HTTP,4178,37400,22,343336.09,181.67,1,22,1,0,0,0.871,0.017,47,48,0.0,0.011,Benign,0
14,TCP,OTHER,62,0,1,4397.16,70.92,1,0,0,0,0,0.047,0.73,217,3,0.754,0.385,PortScan,1
980,TCP,HTTP,609,5953,25,6695.24,25.51,1,25,1,1,0,0.86,0.017,14,20,0.044,0.003,Benign,0
588,TCP,HTTPS,2540,5622,28,13878.59,47.61,1,28,1,0,0,0.849,0.047,17,58,0.022,0.014,Benign,0
220,UDP,DNS,3346,16213,24,88864.15,109.04,1,24,1,0,0,0.917,0.108,20,46,0.042,0.002,Benign,0
2813,UDP,HTTP,595,1167,41,626.36,14.57,1,41,2,0,0,0.956,0.139,39,99,0.006,0.014,Benign,0
25,UDP,HTTP,69151,106,578,2759243.03,23027.89,526,2,0,146,0,0.958,0.022,180,210,0.811,0.055,DoS_DDoS,1
1490,TCP,HTTPS,1556,1213,19,1858.26,12.75,1,19,1,0,0,0.942,0.15,25,40,0.049,0.038,Benign,0
994,TCP,DNS,6179,897,31,7118.0,31.18,1,31,1,0,0,0.809,0.003,10,41,0.008,0.04,Benign,0
1819,UDP,HTTPS,10483,1006,49,6315.76,26.94,1,49,1,0,0,0.792,0.145,32,43,0.021,0.008,Benign,0
208,UDP,HTTPS,1565,140,741,8193.18,3560.79,529,4,0,210,0,0.922,0.04,197,188,0.755,0.119,DoS_DDoS,1
128,UDP,HTTPS,1443,1069,43,19609.68,335.68,1,43,1,0,0,0.84,0.053,32,74,0.001,0.006,Benign,0
681,TCP,SSH,1146,443,23,2332.99,33.77,2,21,1,3,14,0.991,0.071,18,17,0.143,0.495,BruteForce,1
5097,TCP,SSH,1230,737,25,385.91,4.9,2,23,1,1,5,0.96,0.067,26,12,0.092,0.562,BruteForce,1
2472,TCP,HTTP,314,1690,12,810.65,4.85,1,12,1,0,0,0.975,0.1,35,86,0.033,0.033,Benign,0
1012,UDP,HTTP,1021,13308,8,14157.69,7.9,1,8,1,1,0,0.97,0.112,3,16,0.023,0.007,Benign,0
21,TCP,OTHER,81,0,2,3838.86,94.79,2,0,0,0,0,0.178,0.738,211,5,0.932,0.599,PortScan,1
5224,UDP,HTTPS,283,10836,12,2128.4,2.3,1,11,1,0,0,0.777,0.442,10,15,0.023,0.076,Botnet_C2,1
387,TCP,HTTPS,2966,7566,19,27207.44,49.08,1,19,1,0,0,0.878,0.101,19,46,0.0,0.016,Benign,0
46,TCP,HTTPS,2324,2118,69,96355.75,1496.75,2,69,1,0,0,0.776,0.132,37,99,0.041,0.034,Benign,0
4632,UDP,HTTPS,372,29758,13,6504.61,2.81,1,12,1,0,0,0.786,0.446,16,19,0.087,0.007,Botnet_C2,1
531,TCP,HTTP,1597,30874,22,61139.15,41.42,1,22,1,0,0,0.922,0.01,39,44,0.043,0.009,Benign,0
572,TCP,HTTP,574,3016,59,6275.13,103.13,1,59,1,0,0,0.788,0.146,44,91,0.036,0.006,Benign,0
734,TCP,FTP,1333,935,20,3089.5,27.24,4,16,1,3,8,0.984,0.025,67,32,0.2,0.211,BruteForce,1
2133,UDP,HTTPS,3415,7945,22,5325.58,10.31,1,22,1,0,0,0.879,0.126,11,89,0.018,0.026,Benign,0
3902,TCP,HTTPS,852,2029,13,738.32,3.33,1,13,1,0,0,0.783,0.026,27,50,0.026,0.028,Benign,0
286,UDP,HTTPS,746,6126,57,24019.57,199.23,1,57,1,0,0,0.969,0.019,48,61,0.047,0.003,Benign,0
159,TCP,HTTP,44389,174,136,280094.28,854.81,122,3,0,39,0,0.921,0.071,183,220,0.873,0.105,DoS_DDoS,1
1952,TCP,HTTPS,746,1031,61,910.3,31.25,1,61,1,0,0,0.829,0.12,17,69,0.036,0.025,Benign,0
2078,TCP,HTTP,3741,5531,18,4461.77,8.66,1,18,1,0,0,0.836,0.125,38,97,0.002,0.015,Benign,0
323,UDP,SSH,649,2323,19,9198.39,58.81,1,19,1,0,0,0.78,0.066,2,98,0.036,0.026,Benign,0
38,TCP,HTTPS,3536,27,165,93517.06,4330.71,122,7,0,37,0,0.999,0.048,198,242,0.983,0.1,DoS_DDoS,1
44,TCP,HTTP,110,0,3,2494.33,68.03,3,0,0,0,0,0.024,0.843,216,14,0.692,0.772,PortScan,1
865,TCP,HTTP,7749,919,38,10019.65,43.93,1,38,1,0,0,0.793,0.091,19,88,0.036,0.025,Benign,0
2400,TCP,DNS,4323,776,15,2124.49,6.25,1,15,1,0,0,0.976,0.03,42,77,0.001,0.025,Benign,0
818,TCP,HTTP,2122,24165,40,32131.77,48.89,1,40,1,0,0,0.947,0.125,7,66,0.028,0.025,Benign,0
1136,TCP,HTTPS,832,3802,14,4078.87,12.32,1,14,1,0,0,0.782,0.044,2,28,0.01,0.014,Benign,0
428,UDP,SSH,3495,328,38,8930.16,88.76,1,38,1,0,0,0.773,0.041,36,61,0.019,0.001,Benign,0
1745,TCP,HTTPS,7846,4537,62,7095.87,35.53,1,62,1,0,0,0.77,0.142,14,34,0.016,0.038,Benign,0
559,TCP,DNS,10995,284,15,20173.49,26.83,1,15,1,0,0,0.904,0.023,42,97,0.038,0.026,Benign,0
654,TCP,DNS,5930,3536,25,14471.79,38.22,1,25,2,0,0,0.879,0.087,16,89,0.037,0.02,Benign,0
39,TCP,OTHER,100,0,3,2557.54,76.73,3,0,0,0,0,0.109,0.831,220,5,0.505,0.398,PortScan,1
34,TCP,OTHER,61,0,3,1788.86,87.98,3,0,0,0,0,0.184,0.966,212,1,0.928,0.762,PortScan,1
1893,TCP,HTTP,12283,1287,10,7168.14,5.28,1,10,1,0,0,0.914,0.111,28,89,0.0,0.003,Benign,0
769,TCP,HTTP,156,13270,5,17456.77,6.5,1,5,1,0,0,0.976,0.033,4,50,0.019,0.007,Benign,0
279,TCP,HTTPS,44499,1080,26,163307.06,93.16,1,26,1,0,0,0.975,0.044,32,33,0.005,0.036,Benign,0
9,TCP,OTHER,45,20,1,7142.86,109.89,1,0,0,1,0,0.107,0.947,201,8,0.944,0.77,PortScan,1
883,TCP,HTTPS,3130,17861,11,23769.68,12.46,1,11,1,0,0,0.855,0.017,18,74,0.027,0.007,Benign,0
5,TCP,OTHER,85,0,2,16666.67,392.16,2,0,0,0,0,0.136,0.781,237,14,0.587,0.422,PortScan,1
1964,TCP,HTTPS,2496,2673,11,2631.74,5.6,1,11,1,0,0,0.786,0.054,19,48,0.018,0.0,Benign,0
67,TCP,HTTP,5036,2357,9,110178.84,134.13,1,9,1,0,0,0.751,0.053,14,93,0.013,0.026,Benign,0
775,TCP,SSH,9973,9517,13,25145.14,16.77,1,13,2,0,0,0.817,0.009,45,59,0.031,0.039,Benign,0
327,TCP,HTTPS,1050,3343,8,13430.14,24.46,1,8,1,0,0,0.989,0.022,49,70,0.001,0.035,Benign,0
10,TCP,HTTPS,94275,13,1146,9335445.54,113465.35,1058,36,0,329,0,0.935,0.079,186,233,0.75,0.012,DoS_DDoS,1
1116,TCP,HTTPS,46510,525,12,42142.28,10.75,1,12,1,0,0,0.927,0.065,42,86,0.031,0.038,Benign,0
2304,UDP,HTTPS,3101,1428,91,1965.63,39.49,1,91,1,0,0,0.962,0.062,43,69,0.036,0.034,Benign,0
410,TCP,HTTPS,8468,9756,25,44437.94,60.96,1,25,1,0,0,0.9,0.134,30,45,0.0,0.028,Benign,0
2701,UDP,HTTPS,1193,14614,10,5852.06,3.7,1,10,1,0,0,0.85,0.103,4,34,0.002,0.035,Benign,0
50,TCP,HTTPS,1907,16481,18,367025.95,359.28,1,18,1,1,0,0.756,0.118,30,92,0.046,0.006,Benign,0
2071,TCP,HTTPS,2673,30107,52,15827.34,25.11,1,52,1,0,0,0.946,0.09,16,29,0.008,0.017,Benign,0
2133,TCP,DNS,1635,2019,27,1713.0,12.66,1,27,1,0,0,0.841,0.132,24,46,0.031,0.012,Benign,0
31,TCP,HTTP,108,0,2,3472.67,64.31,2,0,0,0,0,0.01,0.721,206,11,0.892,0.664,PortScan,1
320,TCP,HTTP,6449,9,362,20174.95,1130.9,287,24,0,67,0,0.884,0.074,209,228,0.718,0.15,DoS_DDoS,1
2512,TCP,SSH,322,918,46,493.61,18.31,3,43,1,3,8,0.882,0.049,77,8,0.023,0.29,BruteForce,1
1341,TCP,HTTPS,86,761,15,631.57,11.18,1,15,1,1,0,0.818,0.1,18,93,0.03,0.039,Benign,0
5,UDP,HTTP,436,14,524,88235.29,102745.1,373,27,0,74,0,0.976,0.024,192,175,0.963,0.02,DoS_DDoS,1
10,TCP,HTTP,49,0,2,4851.49,198.02,2,0,0,0,0,0.049,0.975,240,4,0.614,0.401,PortScan,1
2882,UDP,HTTPS,5336,15343,8,7174.98,2.78,1,8,1,0,0,0.9,0.079,9,26,0.048,0.007,Benign,0
1642,UDP,SMTP,626,3929,13,2773.89,7.92,1,13,1,0,0,0.78,0.007,26,66,0.009,0.031,Benign,0
740,UDP,HTTPS,16723,11640,35,38323.2,47.29,1,35,1,1,0,0.916,0.068,45,60,0.027,0.007,Benign,0
116,UDP,HTTP,847,1222,58,17820.84,499.57,1,58,1,0,0,0.783,0.026,1,62,0.013,0.001,Benign,0
133,UDP,HTTP,19885,19,462,149541.7,3471.07,360,20,0,163,0,0.96,0.025,216,245,0.844,0.119,DoS_DDoS,1
52,TCP,HTTP,2542,89185,42,1760595.01,806.14,1,42,2,0,0,0.927,0.009,46,80,0.04,0.009,Benign,0
227,TCP,DNS,1850,1238,11,13597.53,48.44,1,11,1,0,0,0.773,0.022,11,28,0.046,0.034,Benign,0
4,TCP,SSH,70,0,3,17073.17,731.71,3,0,0,0,0,0.048,0.977,200,14,0.68,0.456,PortScan,1
331,TCP,HTTPS,1521,9895,34,34479.01,102.69,1,34,1,0,0,0.985,0.12,24,48,0.017,0.037,Benign,0
393,TCP,HTTPS,2991,2250,11,13332.49,27.98,1,11,1,0,0,0.846,0.049,19,66,0.033,0.011,Benign,0
2159,TCP,SSH,640,320,44,444.63,20.38,5,39,1,2,6,0.958,0.034,18,38,0.01,0.453,BruteForce,1
1111,TCP,HTTPS,18107,12632,8,27665.38,7.2,1,8,1,0,0,0.981,0.058,15,99,0.027,0.009,Benign,0
4955,TCP,HTTPS,744,7988,10,1762.22,2.02,1,9,1,0,0,0.663,0.241,32,24,0.144,0.028,Botnet_C2,1
3275,TCP,FTP,1139,2274,21,1042.11,6.41,3,18,1,2,12,0.877,0.056,29,14,0.194,0.579,BruteForce,1
266,UDP,HTTPS,492,7316,16,29342.35,60.13,2,16,1,0,0,0.984,0.148,16,51,0.03,0.031,Benign,0
80,UDP,HTTPS,88,21835,63,273695.38,786.52,1,63,1,0,0,0.928,0.101,28,69,0.048,0.018,Benign,0
1060,TCP,SSH,399,1083,37,1397.98,34.9,3,34,1,2,6,0.957,0.095,60,17,0.235,0.381,BruteForce,1
56,UDP,HTTPS,12390,6,283,220962.57,5044.56,247,24,0,93,0,0.851,0.008,220,212,0.735,0.015,DoS_DDoS,1
24,UDP,HTTP,4821,56,1453,202365.15,60290.46,1157,65,0,221,0,0.94,0.01,189,229,0.8,0.17,DoS_DDoS,1
1193,TCP,SSH,976,477,20,1217.84,16.76,4,16,1,1,4,0.945,0.09,47,26,0.148,0.29,BruteForce,1
1592,TCP,HTTPS,233,23883,16,15147.29,10.05,2,16,1,0,0,0.967,0.042,32,40,0.028,0.003,Benign,0
98,TCP,HTTPS,6789,28,830,69490.32,8460.75,751,4,0,196,0,0.957,0.028,224,216,0.927,0.085,DoS_DDoS,1
1,TCP,OTHER,104,0,1,94545.45,909.09,1,0,0,0,0,0.042,0.953,244,7,0.811,0.5,PortScan,1
3491,TCP,HTTP,1586,2993,146,1311.62,41.82,1,146,2,0,0,0.996,0.071,26,97,0.039,0.001,Benign,0
2756,TCP,HTTPS,5807,1122,14,2514.06,5.08,1,14,1,0,0,0.886,0.069,6,68,0.033,0.017,Benign,0
4567,TCP,TELNET,1232,798,28,444.48,6.13,4,24,1,1,12,0.831,0.029,37,35,0.194,0.39,BruteForce,1
662,TCP,HTTP,748,58942,18,90152.54,27.19,1,18,1,0,0,0.842,0.147,43,76,0.043,0.019,Benign,0
14,TCP,OTHER,101,0,2,7163.12,141.84,2,0,0,0,0,0.194,0.821,218,10,0.621,0.662,PortScan,1
492,UDP,HTTPS,294,2949,22,6590.12,44.71,2,22,1,0,0,0.892,0.078,38,80,0.011,0.008,Benign,0
1306,TCP,SSH,1094,7915,9,6897.63,6.89,2,9,1,0,0,0.763,0.095,43,44,0.025,0.004,Benign,0
92,UDP,HTTPS,4564,10219,73,160510.31,792.62,1,73,1,0,0,0.8,0.025,21,57,0.041,0.027,Benign,0
22,TCP,HTTP,31248,25,2306,1415067.87,104343.89,2060,188,0,834,0,0.94,0.022,201,184,0.851,0.021,DoS_DDoS,1
26,TCP,OTHER,76,0,2,2911.88,76.63,2,0,0,0,0,0.051,0.73,221,11,0.539,0.797,PortScan,1
709,TCP,DNS,1322,9075,14,14662.25,19.74,1,14,1,0,0,0.934,0.132,9,68,0.037,0.04,Benign,0
918,UDP,DNS,952,1738,21,2929.96,22.87,2,21,1,0,0,0.814,0.142,38,59,0.026,0.021,Benign,0
33,UDP,HTTPS,6465,16420,48,691389.73,1450.15,1,48,1,0,0,0.984,0.024,19,74,0.042,0.004,Benign,0
4982,UDP,HTTPS,1250,25570,30,5383.27,6.02,1,30,1,0,0,0.824,0.032,2,64,0.013,0.0,Benign,0
4846,TCP,DNS,459,14965,17,3182.77,3.51,1,16,1,0,0,0.624,0.209,26,14,0.019,0.086,Botnet_C2,1
522,UDP,HTTPS,31880,3036,14,66876.08,26.81,1,14,1,0,0,0.79,0.039,17,75,0.011,0.017,Benign,0
592,TCP,HTTPS,1233,1516,45,4642.8,76.0,2,45,2,0,0,0.908,0.098,37,85,0.018,0.005,Benign,0
